session_id,src_ip,intent,skill_level,command_count,summary,suspicious_items
978c831ae2d0,159.203.11.24,Reconnaissance,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Reconnaissance.",[]
9790b01523f2,182.92.115.199,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
979599e6e5c7,103.56.112.229,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
979e9775ea72,103.56.112.229,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97a2bcd25b05,103.56.112.229,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97aa99f7f4bd,182.92.115.199,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97aac76a7e9a,103.56.112.229,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97b44a4b9f7f,103.56.112.229,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97b5133ecc3d,103.56.112.229,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97b605040eed,103.56.112.229,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97b777154f30,68.183.39.170,Reconnaissance,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Reconnaissance.",[]
97b7cc94aa94,182.92.115.199,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97bfce88fb01,182.92.115.199,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97c184a2fbb8,159.203.11.24,Reconnaissance,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Reconnaissance.",[]
97c1b627d65f,182.92.115.199,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97c313c2c456,178.128.43.44,Reconnaissance,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Reconnaissance.",[]
97c39ca4ae6a,121.154.111.101,Uncategorized,Low (Script Kiddie),7,"Attacker executed 7 commands, showing signs of Uncategorized.",[]
97c618f34710,103.56.112.229,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97c7ff3dc8c6,159.203.11.24,Reconnaissance,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Reconnaissance.",[]
97caf8734981,182.92.115.199,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97d45b51aeba,159.203.11.24,Reconnaissance,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Reconnaissance.",[]
97d56fc0d8c2,182.92.115.199,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97da7efd4a44,103.56.112.229,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
97dc4e8c4b6b,182.92.115.199,Uncategorized,Low (Script Kiddie),1,"Attacker executed 1 commands, showing signs of Uncategorized.",[]
